path,filename,label,original_split,label_index,sha256
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (349).jpg,p (349).jpg,pituitary_tumor,Training,3,45bfb484733b3c9c87adf8053e8449d1a6e4f59c62acba918d38e394cf60a0cb
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (195).jpg,p (195).jpg,pituitary_tumor,Training,3,c52c1de88a87a899f1c5db55927006d3bb41014e85554d95b586357246b14b61
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m1(8).jpg,m1(8).jpg,meningioma_tumor,Training,1,6340faba2fff3a8e99b8a8a08805383f95adf276c2468136af37199cdbd87f33
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (102).jpg,m3 (102).jpg,meningioma_tumor,Training,1,c3a689cd5810ef8bd9470030d0642c691c22afbcfbc7561d7ddba196d78c81a7
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Testing\meningioma_tumor\image(55).jpg,image(55).jpg,meningioma_tumor,Testing,1,4061e76d26b82a92d71bd6440dad3bb875b36fc8443f6d48c1e33d16f6658729
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (15).jpg,gg (15).jpg,glioma_tumor,Training,0,0ea54647e92701d965e139b43a0ef3f938c4e461b8bf75e4bf09257bb877655b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (138).jpg,gg (138).jpg,glioma_tumor,Training,0,9da3b3c044a6d29fd8b003e2cdf45611fc60767972807c03c83f7727816d013f
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m1(41).jpg,m1(41).jpg,meningioma_tumor,Training,1,17fa7362e2aac6d61219bac2f1ad9c082f12f1e50de77f08a64cd8093920aa25
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (779).jpg,gg (779).jpg,glioma_tumor,Training,0,2dc68dec9209b4528258d3b13ac6346c91dff9c7545934b5b0d3e61cc1e9acdd
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m1(145).jpg,m1(145).jpg,meningioma_tumor,Training,1,44c5b942e58c6d70f1c96fdc7c9b3a0b960c2d41bb74546d96006f8d588c9b03
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Testing\no_tumor\image(46).jpg,image(46).jpg,no_tumor,Testing,2,733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m (75).jpg,m (75).jpg,meningioma_tumor,Training,1,1a29f9ed0321aeec696043b7c67021a38f9f5760cf6d3a7c93176da3eb18f9cc
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (283).jpg,p (283).jpg,pituitary_tumor,Training,3,bbd45ab46b78d0c71a4d06b87a20cc8ced4646521db8b5d65ef450e8a7254bc6
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (479).jpg,p (479).jpg,pituitary_tumor,Training,3,0d021d5403a52cbea118a8582bbeaed84b1eb7dfd8ed4ca412957a8e9b8d054c
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (215).jpg,p (215).jpg,pituitary_tumor,Training,3,ff4f5c412f7a34b723bfc9c0572f54be109031bdb317c008920fa6775ef422ae
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (92).jpg,p (92).jpg,pituitary_tumor,Training,3,5279da3cd452d2ec12004419bd57fd7b3baad9b24d69f972ef322d53c2758c22
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (216).jpg,m3 (216).jpg,meningioma_tumor,Training,1,b7e4472793090b0b9e2e830561899bf0b1c1ce5f0b17a8473a9bfd0c87e429f6
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (354).jpg,p (354).jpg,pituitary_tumor,Training,3,965a01763a8338819299be72a1dde9fbfbf5518fb4c457f4d8537e7495e0fdf5
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m2 (53).jpg,m2 (53).jpg,meningioma_tumor,Training,1,7f96b45e9a1f02f10945ff381f69e82c6dfa004bb1c15babd6e32d3c592626ae
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m (31).jpg,m (31).jpg,meningioma_tumor,Training,1,0967a79829d28ae415f9fae4350e8c69ff076c92b53929233562c80f2b346db0
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (290).jpg,gg (290).jpg,glioma_tumor,Training,0,7ccd93b751a2c9e301d5cf279be23d99ab4b0db9e3545a739749c3b43dc5ebcd
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (233).jpg,p (233).jpg,pituitary_tumor,Training,3,5f40b89cd3632b62df22b37306d0ff3d78fa1680a13ff3a981eb078df4e33b24
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m (6).jpg,m (6).jpg,meningioma_tumor,Training,1,272f9e1bcf95f15df518c8471533a0f539388b2c0bc6a194135a3ad287e18bbe
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (458).jpg,gg (458).jpg,glioma_tumor,Training,0,d70b49e8f60bab6890f66491afcc9f2a19971e1f7dfa4dd68ef0e26a9627f824
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\no_tumor\image(305).jpg,image(305).jpg,no_tumor,Training,2,666b50d0474c4ff31d28ac1c6a8cd9e0d7c91f378d34f6f8eb8932dc986a635b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (365).jpg,gg (365).jpg,glioma_tumor,Training,0,0016fde6cbc9df73ba560cb8bdc5ac098308f51a1203c7c40151d72acc848743
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (180).jpg,gg (180).jpg,glioma_tumor,Training,0,cf03050d26587ac013e1c0a9c7cb5a1e64a8ebbeec459c4f331536fd1fc477f2
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m (154).jpg,m (154).jpg,meningioma_tumor,Training,1,0e1c69bf7577d2b965ddca7e4e9b7ccb75abcb338a86b9c7493266eda7bf9f05
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\no_tumor\image (28).jpg,image (28).jpg,no_tumor,Training,2,d22f76ae6780bc947ddeb36446b3bb97bfcc5ada33b8db69753949c9d214111a
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m (102).jpg,m (102).jpg,meningioma_tumor,Training,1,12b6c3eff030eae8c284644b0d19388e5159d9d0682888ade9fb8c267186270f
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (317).jpg,gg (317).jpg,glioma_tumor,Training,0,1b3680d70dcec5cba02a782d76b3f8af41bb43039c4788e354fa3215231382aa
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (724).jpg,p (724).jpg,pituitary_tumor,Training,3,9f99d911e66ecc5e010cff0694465df42eb8be2fcd747cba19dc102276faf4c8
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m1(175).jpg,m1(175).jpg,meningioma_tumor,Training,1,0393684019b077c8ca1612bffafae672b08a84ed5e66d5290eb93d541a9face9
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (80).jpg,m3 (80).jpg,meningioma_tumor,Training,1,732b052c052fea699ab9c3deff5b18eb84affd95ffaf0975c719f5d259ceb0a7
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (1).jpg,m3 (1).jpg,meningioma_tumor,Training,1,58839b53a3514524275c3bbdfde895bc1d5737944a06e37461f9dab8b07ca035
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (183).jpg,gg (183).jpg,glioma_tumor,Training,0,b78d5137a690458ef57bb38c07dc90f50ad6b6fcca09bf166801d2da59b1b916
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m1(62).jpg,m1(62).jpg,meningioma_tumor,Training,1,88b67024fdefbff05467055188402a9036dede7e9443da9dc8474df35e4016f7
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m2 (74).jpg,m2 (74).jpg,meningioma_tumor,Training,1,0471a53479c15eb66eddcebf9bc3100c13334f532215415b6807c59fc53e4bf0
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (564).jpg,gg (564).jpg,glioma_tumor,Training,0,20f46ebad3677a5e46259cf20c68cfb795678db165ac28af110ba6e4edeec82b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (66).jpg,m3 (66).jpg,meningioma_tumor,Training,1,ad9ae435d093143165abe2a8566e4d76173cb996f724094de5c6c84e3838b9be
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (675).jpg,p (675).jpg,pituitary_tumor,Training,3,39d9807c2c27d1d392583549d3b8621de14748bf20bf632a34b1177423d0164b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (658).jpg,gg (658).jpg,glioma_tumor,Training,0,f11625bdd4414b4bad7c3d7816fea9eda410bee8741764deb98eafb05c53dd83
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (154).jpg,p (154).jpg,pituitary_tumor,Training,3,9fda5386c137c79edb9299eec880295385f7df883134a4255c2dbea2e8120b3b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (634).jpg,gg (634).jpg,glioma_tumor,Training,0,ed7a64d0dcda41a70825510279c8676c488c73923c741e0c15c34e7957b277e2
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Testing\pituitary_tumor\image(98).jpg,image(98).jpg,pituitary_tumor,Testing,3,0489b766cec142559599eebca9ddd5fb27390a6140dc3d15887f03563cc6e034
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m1(118).jpg,m1(118).jpg,meningioma_tumor,Training,1,37f56b108bf51b46843a02ee76d310daebdf2d9fcbbd0d8554514689203b7d90
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (436).jpg,gg (436).jpg,glioma_tumor,Training,0,e803a3e10f73f993deb46672b973ef17c17b9535964bc0b1e18cd6bbf531442c
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Testing\no_tumor\image(74).jpg,image(74).jpg,no_tumor,Testing,2,c6d35e130bc719af5e19824979ce640e835635fc495a7383435df8b9aa16b023
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m2 (176).jpg,m2 (176).jpg,meningioma_tumor,Training,1,7addc273f231f7513ae9891af275a162d32950e7df5b67ad5cff31bfabeaf8e3
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m (11).jpg,m (11).jpg,meningioma_tumor,Training,1,ece02805e688e8a2dc29cc5b0263c7ee0e30dffe3cd72a91215a944b80ea6c10
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (725).jpg,gg (725).jpg,glioma_tumor,Training,0,80465290633a2440682d01f9af00ee53fdb13c4495f7dc747919764564dbf19b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Testing\pituitary_tumor\image(86).jpg,image(86).jpg,pituitary_tumor,Testing,3,93ea61a9b554ed27c76d767221bba1d6c8b24a03521aee53f4b822b89efa41b2
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Testing\no_tumor\image(60).jpg,image(60).jpg,no_tumor,Testing,2,d07ac7d4c62a45c3ca88e4b57cf485acd22b5d5f5e519110f769eb0cd9169d47
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m2 (137).jpg,m2 (137).jpg,meningioma_tumor,Training,1,ece5885a02c4d35c2e4034f57689e1c1086c080760f01d566efbf7fa6c2c2206
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (607).jpg,p (607).jpg,pituitary_tumor,Training,3,d258ca512dff806f60f55f61281227d0f15481a7bb1ba61332188c929c6b3ac5
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (430).jpg,p (430).jpg,pituitary_tumor,Training,3,87b8a4532f3734242ee45cd61680f8c00e5b6066e00bc1aad6765370a9fb1c8e
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (245).jpg,m3 (245).jpg,meningioma_tumor,Training,1,5c706a6c586ce154bdc6fd3007107005b74469496982f7be068c71c6021cf08b
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\pituitary_tumor\p (270).jpg,p (270).jpg,pituitary_tumor,Training,3,de22eb828ef4e8a3fc3bc01957398196923119da5945efaf7cd9786413d91006
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (237).jpg,m3 (237).jpg,meningioma_tumor,Training,1,41f8139d61a0e79d7b9e0a1bd2846acdc77d0624f6a72a8048aa64110ea70e00
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (345).jpg,gg (345).jpg,glioma_tumor,Training,0,76140b2800167e125a6a5c80f552895e61dec41d72a8de0e1526786462a49261
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\glioma_tumor\gg (288).jpg,gg (288).jpg,glioma_tumor,Training,0,2d4bfd63e364c817381a73f6354572213a1a1b1665c85e10ce977ee92bc6a17e
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (4).jpg,m3 (4).jpg,meningioma_tumor,Training,1,26727861981407e4442e91f4fc892017086d91ab6aa6362817eabee78aed0bda
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (189).jpg,m3 (189).jpg,meningioma_tumor,Training,1,22ff202c8c1effc27362d7016064f225b192c4399265e042e6fdf6b4816e64e9
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m2 (17).jpg,m2 (17).jpg,meningioma_tumor,Training,1,fe9a521194f1dc36568a0a448069a0b8f37e6ed6a1fd29d06bbbed8b38c5e68a
C:\Users\ransi\Documents\AA  SLIIT\Y2S1\IT2011 AIML\My First AI Project\EfficientNetB3_Project\data\brain_tumor_mri\Training\meningioma_tumor\m3 (167).jpg,m3 (167).jpg,meningioma_tumor,Training,1,e53deea92aa71ef68d1ea7c7de654b8d39fed961abb1a4f0cf961a67431ea2e4
